Rk,Player,Team,Pos,Comp,Att,Pct,Att/G,Yds,Avg,Yds/G,TD,Int,1st,1st%,Lng,20+,40+,Sck,Rate
51,Joe Webb ,MIN ,QB,34,63,54.0,5.7,376,6.0,34.2,3,2,16,25.4,36,4,0,3,74.6
52,Charlie Whitehurst ,SEA ,QB,27,56,48.2,18.7,298,5.3,99.3,1,1,14,25.0,38,5,0,8,62.9
53,Luke McCown ,JAC ,QB,30,56,53.6,14.0,296,5.3,74.0,0,4,13,23.2,26,5,0,4,39.0
54,Josh Johnson ,TB ,QB,19,36,52.8,4.0,246,6.8,27.3,1,2,12,33.3,42,4,1,3,60.6
55,Jake Delhomme ,HOU ,QB,18,28,64.3,28.0,211,7.5,211.0,1,0,9,32.1,40,5,1,2,99.0
56,Charlie Batch ,PIT ,QB,15,24,62.5,6.0,208,8.7,52.0,0,1,9,37.5,46,3,1,2,72.9
57,Chris Redman ,ATL ,QB,18,28,64.3,5.6,188,6.7,37.6,0,1,10,35.7,22,1,0,0,68.8
58,Stephen McGee ,DAL ,QB,24,38,63.2,38.0,182,4.8,182.0,1,0,11,28.9,19,0,0,3,83.4
59,Kyle Boller ,OAK ,QB,15,28,53.6,14.0,161,5.8,80.5,0,3,7,25.0,27,2,0,3,31.1
60,Bruce Gradkowski ,CIN ,QB,8,18,44.4,9.0,109,6.1,54.5,1,1,4,22.2,41T ,3,1,1,59.7
61,Mike Kafka ,PHI ,QB,11,16,68.8,4.0,107,6.7,26.8,0,2,3,18.8,43,1,1,1,47.7
62,Jon Kitna ,DAL ,QB,6,10,60.0,3.3,87,8.7,29.0,1,2,5,50.0,33,2,0,0,82.1
63,Richard Bartel ,ARI ,QB,10,22,45.5,11.0,86,3.9,43.0,1,1,5,22.7,23T ,1,0,1,52.5
64,J.P. Losman ,MIA ,QB,6,10,60.0,5.0,60,6.0,30.0,0,0,3,30.0,25,2,0,5,77.1
65,Matt Leinart ,HOU ,QB,10,13,76.9,6.5,57,4.4,28.5,1,0,1,7.7,20T ,1,0,0,110.1
66,Sidney Rice ,SEA ,WR,1,1,100.0,0.1,55,55.0,6.1,0,0,1,100.0,55,1,1,0,118.8
67,Brandon Banks ,WAS ,WR,1,1,100.0,0.1,49,49.0,3.1,1,0,1,100.0,49T ,1,1,0,158.3
68,Jeremy Kerley ,NYJ ,WR,1,1,100.0,0.1,41,41.0,2.9,0,0,1,100.0,41,1,1,0,118.8
69,Colin Kaepernick ,SF ,QB,3,5,60.0,1.7,35,7.0,11.7,0,0,2,40.0,19,0,0,0,81.2
69,Shane Lechler ,OAK ,P,1,3,33.3,0.2,35,11.7,2.2,1,0,1,33.3,35T ,1,0,0,118.1
71,Shaun Hill ,DET ,QB,2,3,66.7,1.5,33,11.0,16.5,0,0,1,33.3,28,1,0,0,103.5
71,Daniel Sepulveda ,PIT ,P,1,1,100.0,0.1,33,33.0,4.1,0,0,1,100.0,33,1,0,0,118.8
73,Chase Daniel ,NO ,QB,4,5,80.0,0.3,29,5.8,1.8,0,0,2,40.0,14,0,0,0,90.8
74,Mark Brunell ,NYJ ,QB,1,3,33.3,0.2,27,9.0,1.7,0,0,1,33.3,27,1,0,0,67.4
74,Legedu Naanee ,CAR ,WR,1,1,100.0,0.1,27,27.0,1.8,0,0,1,100.0,27,1,0,0,118.8
76,Tyler Thigpen ,BUF ,QB,3,8,37.5,2.7,25,3.1,8.3,0,1,2,25.0,13,0,0,0,6.8
77,Brian Hoyer ,NE ,QB,1,1,100.0,0.3,22,22.0,7.3,0,0,1,100.0,22,1,0,0,118.8
78,Tyrod Taylor ,BAL ,QB,1,1,100.0,0.3,18,18.0,6.0,0,0,1,100.0,18,0,0,2,118.8
79,Emmanuel Sanders ,PIT ,WR,1,1,100.0,0.1,15,15.0,1.4,0,0,1,100.0,15,0,0,0,118.8
80,David Akers ,SF ,K,1,1,100.0,0.1,14,14.0,0.9,1,0,1,100.0,14T ,0,0,0,158.3
81,Armanti Edwards ,CAR ,WR,1,1,100.0,0.1,11,11.0,0.7,0,0,1,100.0,11,0,0,0,112.5
82,Ray Rice ,BAL ,RB,1,1,100.0,0.1,1,1.0,0.1,1,0,1,100.0,1T ,0,0,0,118.8
83,Tom Brandstater ,STL ,QB,0,2,0.0,2.0,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
83,Randall Cobb ,GB ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
83,Britton Colquitt ,DEN ,P,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
83,Josh Cribbs ,CLE ,WR,0,0,-- ,0.0,0,-- ,0.0,0,0,0,-- ,-- ,0,0,1,0.0
83,Eric Decker ,DEN ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
83,Matt Forte ,CHI ,RB,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
83,Chas Henry ,PHI ,P,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
83,Brandon Lloyd ,STL ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
83,Marshawn Lynch ,SEA ,RB,0,2,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
83,Jerious Norwood ,STL ,RB,0,1,0.0,0.1,0,0.0,0.0,0,1,0,0.0,-- ,0,0,0,0.0
83,Adam Podlesh ,CHI ,P,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
83,Bernard Scott ,CIN ,RB,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
83,Brad Smith ,BUF ,WR,0,1,0.0,0.1,0,0.0,0.0,0,1,0,0.0,-- ,0,0,1,0.0
83,Micheal Spurlock ,TB ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
83,Demaryius Thomas ,DEN ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
83,Mike Tolbert ,SD ,RB,0,0,-- ,0.0,0,-- ,0.0,0,0,0,-- ,-- ,0,0,0,0.0
83,LaDainian Tomlinson ,NYJ ,RB,0,0,-- ,0.0,0,-- ,0.0,0,0,0,-- ,-- ,0,0,1,0.0
