Rk,Player,Team,Pos,Comp,Att,Pct,Att/G,Yds,Avg,Yds/G,TD,Int,1st,1st%,Lng,20+,40+,Sck,Rate
24,Matt Schaub ,HOU ,QB,178,292,61.0,29.2,"2,479",8.5,247.9,15,6,118,40.4,80T ,37,9,16,96.8
25,Jay Cutler ,CHI ,QB,182,314,58.0,31.4,"2,319",7.4,231.9,13,7,106,33.8,56T ,32,5,23,85.7
26,Blaine Gabbert ,JAC ,QB,210,413,50.8,27.5,"2,214",5.4,147.6,12,11,109,26.4,74T ,25,4,40,65.4
27,Sam Bradford ,STL ,QB,191,357,53.5,35.7,"2,164",6.1,216.4,6,6,104,29.1,68,25,3,36,70.5
28,Kevin Kolb ,ARI ,QB,146,253,57.7,28.1,"1,955",7.7,217.2,9,8,88,34.8,73T ,23,8,30,81.1
29,John Skelton ,ARI ,QB,151,275,54.9,34.4,"1,913",7.0,239.1,11,14,82,29.8,60T ,31,7,23,68.9
30,Christian Ponder ,MIN ,QB,158,291,54.3,26.5,"1,853",6.4,168.5,13,13,91,31.3,72,23,4,30,70.1
31,Tim Tebow ,DEN ,QB,126,271,46.5,19.4,"1,729",6.4,123.5,12,6,76,28.0,56T ,25,6,33,72.9
32,Matt Cassel ,KC ,QB,160,269,59.5,29.9,"1,713",6.4,190.3,10,9,83,30.9,52T ,21,5,22,76.6
33,Curtis Painter ,IND ,QB,132,243,54.3,27.0,"1,541",6.3,171.2,6,9,71,29.2,87T ,19,5,16,66.6
34,Dan Orlovsky ,IND ,QB,122,193,63.2,24.1,"1,201",6.2,150.1,6,4,70,36.3,40,8,1,14,82.4
35,Jason Campbell ,OAK ,QB,100,165,60.6,27.5,"1,170",7.1,195.0,6,4,56,33.9,58,17,3,5,84.2
36,Donovan McNabb ,MIN ,QB,94,156,60.3,26.0,"1,026",6.6,171.0,4,2,52,33.3,60,14,3,16,82.9
37,T.J. Yates ,HOU ,QB,82,134,61.2,22.3,949,7.1,158.2,3,3,48,35.8,50,12,1,15,80.7
38,Chad Henne ,MIA ,QB,64,112,57.1,28.0,868,7.8,217.0,4,4,41,36.6,41,16,1,11,79.0
39,Vince Young ,PHI ,QB,66,114,57.9,19.0,866,7.6,144.3,4,9,39,34.2,58,13,3,8,60.8
40,John Beck ,WAS ,QB,80,132,60.6,33.0,858,6.5,214.5,2,4,44,33.3,32,8,0,16,72.1
41,Tyler Palko ,KC ,QB,80,134,59.7,22.3,796,5.9,132.7,2,7,40,29.9,38T ,10,0,11,59.8
42,Kyle Orton ,KC ,QB,59,97,60.8,24.2,779,8.0,194.8,1,2,40,41.2,49,8,2,1,81.1
43,Caleb Hanie ,CHI ,QB,51,102,50.0,17.0,613,6.0,102.2,3,9,29,28.4,81,6,1,19,41.8
44,Seneca Wallace ,CLE ,QB,55,107,51.4,17.8,567,5.3,94.5,2,2,29,27.1,76T ,6,1,6,65.4
45,A.J. Feeley ,STL ,QB,53,97,54.6,19.4,548,5.6,109.6,1,2,27,27.8,34,5,0,10,66.0
46,Kellen Clemens ,STL ,QB,48,91,52.7,30.3,546,6.0,182.0,2,1,28,30.8,36T ,7,0,9,73.8
47,Jake Locker ,TEN ,QB,34,66,51.5,13.2,542,8.2,108.4,4,0,22,33.3,54,8,4,5,99.4
48,Matt Flynn ,GB ,QB,33,49,67.3,9.8,518,10.6,103.6,6,2,22,44.9,80T ,6,3,5,124.8
49,Kerry Collins ,IND ,QB,48,98,49.0,32.7,481,4.9,160.3,2,1,29,29.6,36,5,0,5,65.9
50,Josh McCown ,CHI ,QB,35,55,63.6,18.3,414,7.5,138.0,2,4,18,32.7,49,5,1,7,68.3
