Rk,Player,Team,Pos,Comp,Att,Pct,Att/G,Yds,Avg,Yds/G,TD,Int,1st,1st%,Lng,20+,40+,Sck,Rate
76,Matt Cassel ,NE ,QB,4,7,57.1,1.2,38,5.4,6.3,0,1,2,28.6,21,1,0,0,32.7
76,Andrew Walter ,OAK ,QB,5,8,62.5,8.0,38,4.8,38.0,0,0,2,25.0,19,0,0,0,74.0
78,Leon Washington ,NYJ ,RB,1,1,100.0,0.1,36,36.0,2.2,0,0,1,100.0,36,1,0,0,118.8
79,Daniel Sepulveda ,PIT ,P,1,1,100.0,0.1,32,32.0,2.0,0,0,1,100.0,32,1,0,0,118.8
80,Jared Lorenzen ,NYG ,QB,4,8,50.0,4.0,28,3.5,14.0,0,0,1,12.5,9,0,0,1,58.3
81,Chris Kluwe ,MIN ,P,1,1,100.0,0.1,27,27.0,1.7,0,0,1,100.0,27,1,0,0,118.8
82,Antwaan Randle El ,WAS ,WR,1,2,50.0,0.1,19,9.5,1.3,0,0,1,50.0,19,0,0,0,83.3
83,LaDainian Tomlinson ,SD ,RB,1,1,100.0,0.1,17,17.0,1.1,1,0,1,100.0,17T ,0,0,0,158.3
84,Matt Gutierrez ,NE ,QB,1,1,100.0,0.2,15,15.0,3.0,0,0,1,100.0,15,0,0,0,118.8
84,Clinton Portis ,WAS ,RB,1,1,100.0,0.1,15,15.0,0.9,1,0,1,100.0,15T ,0,0,1,158.3
86,Anthony Wright ,NYG ,QB,1,7,14.3,2.3,12,1.7,4.0,0,0,1,14.3,12,0,0,0,39.6
87,Adrian Peterson ,CHI ,RB,1,1,100.0,0.1,9,9.0,0.6,1,0,1,100.0,9T ,0,0,0,143.8
88,Marshawn Lynch ,BUF ,RB,1,1,100.0,0.1,8,8.0,0.6,1,0,1,100.0,8T ,0,0,0,139.6
89,Billy Volek ,SD ,QB,3,10,30.0,2.0,6,0.6,1.2,0,1,0,0.0,4,0,0,2,0.0
90,Steven Jackson ,STL ,RB,1,1,100.0,0.1,2,2.0,0.2,1,0,1,100.0,2T ,0,0,0,118.8
91,Marty Booker ,MIA ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,0,0,0,0,39.6
91,Mark Clayton ,BAL ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,0,0,0,0,39.6
91,Ronald Curry ,OAK ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,0,0,0,0,39.6
91,Robbie Gould ,CHI ,K,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,0,0,0,0,39.6
91,Devin Hester ,CHI ,WR,0,0,-- ,0.0,0,-- ,0.0,0,0,0,-- ,-- ,0,0,1,0.0
91,Larry Johnson ,KC ,RB,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,0,0,0,0,39.6
91,Eddie Kennison ,KC ,WR,0,0,-- ,0.0,0,-- ,0.0,0,0,0,-- ,-- ,0,0,1,0.0
91,Kevin Kolb ,PHI ,QB,0,0,-- ,0.0,0,-- ,0.0,0,0,0,-- ,-- ,0,0,2,0.0
91,Greg Lewis ,PHI ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,0,0,0,0,39.6
91,Brandon Marshall ,DEN ,WR,0,0,-- ,0.0,0,-- ,0.0,0,0,0,-- ,-- ,0,0,2,0.0
