Rk,Player,Team,Pos,Comp,Att,Pct,Att/G,Yds,Avg,Yds/G,TD,Int,1st,1st%,Lng,20+,40+,Sck,Rate
75,Ronnie Brown ,MIA ,RB,2,6,33.3,0.7,22,3.7,2.4,1,0,2,33.3,21,1,0,1,84.7
77,Legedu Naanee ,SD ,WR,1,1,100.0,0.1,21,21.0,1.4,0,0,1,100.0,21,1,0,0,118.8
78,Josh Cribbs ,CLE ,WR,1,4,25.0,0.2,18,4.5,1.1,0,1,1,25.0,18,0,0,0,6.2
79,Charlie Batch ,PIT ,QB,1,2,50.0,2.0,17,8.5,17.0,0,0,1,50.0,17,0,0,0,79.2
80,Brian St. Pierre ,ARI ,QB,2,4,50.0,4.0,12,3.0,12.0,1,1,2,50.0,9,0,0,0,56.2
81,Caleb Hanie ,CHI ,QB,3,7,42.9,3.5,11,1.6,5.5,0,1,0,0.0,5,0,0,0,10.7
82,Phil Dawson ,CLE ,K,1,1,100.0,0.1,10,10.0,0.9,0,0,1,100.0,10,0,0,0,108.3
83,Mewelde Moore ,PIT ,RB,1,1,100.0,0.1,6,6.0,0.4,1,0,1,100.0,6T ,0,0,0,131.2
84,Matt Gutierrez ,KC ,QB,1,1,100.0,1.0,3,3.0,3.0,0,0,0,0.0,3,0,0,0,79.2
85,Josh McCown ,CAR ,QB,1,6,16.7,6.0,2,0.3,2.0,0,0,0,0.0,2,0,0,1,39.6
85,Luke McCown ,JAC ,QB,1,3,33.3,1.0,2,0.7,0.7,0,0,0,0.0,2,0,0,2,42.4
87,Chris Brown ,HOU ,RB,0,1,0.0,0.1,0,0.0,0.0,0,1,0,0.0,-- ,0,0,0,0.0
87,Michael Bush ,OAK ,RB,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
87,Tim Castille ,KC ,RB,0,1,0.0,0.1,0,0.0,0.0,0,1,0,0.0,-- ,0,0,0,0.0
87,Mark Clayton ,BAL ,WR,1,1,100.0,0.1,0,0.0,0.0,0,0,0,0.0,0,0,0,0,79.2
87,Michael Clayton ,TB ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
87,Braylon Edwards ,NYJ ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
87,Santonio Holmes ,PIT ,WR,0,1,0.0,0.1,0,0.0,0.0,0,1,0,0.0,-- ,0,0,0,0.0
87,Chris Johnson ,TEN ,RB,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
87,Dirk Johnson ,TB ,P,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
87,J.P. Losman ,OAK ,QB,0,1,0.0,1.0,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
87,Brad Maynard ,CHI ,P,1,1,100.0,0.1,0,0.0,0.0,0,0,0,0.0,0,0,0,0,79.2
87,Clinton Portis ,WAS ,RB,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
87,Antwaan Randle El ,WAS ,WR,0,0,-- ,0.0,0,-- ,0.0,0,0,0,-- ,-- ,0,0,1,0.0
87,Ray Rice ,BAL ,RB,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
