Rk,Player,Team,Pos,Comp,Att,Pct,Att/G,Yds,Avg,Yds/G,TD,Int,1st,1st%,Lng,20+,40+,Sck,Rate
79,Josh Cribbs ,CLE ,WR,2,3,66.7,0.2,19,6.3,1.3,0,0,2,66.7,10,0,0,1,84.0
79,Chad Pennington ,MIA ,QB,1,2,50.0,2.0,19,9.5,19.0,0,0,1,50.0,19,0,0,0,83.3
81,Jordan Palmer ,CIN ,QB,3,3,100.0,3.0,18,6.0,18.0,0,0,1,33.3,7,0,0,2,91.7
82,Steve Breaston ,ARI ,WR,1,2,50.0,0.2,17,8.5,1.3,0,0,1,50.0,17,0,0,0,79.2
83,Chase Daniel ,NO ,QB,2,3,66.7,0.2,16,5.3,1.2,0,0,0,0.0,9,0,0,1,79.9
84,Peyton Hillis ,CLE ,RB,1,2,50.0,0.1,13,6.5,0.8,0,0,1,50.0,13,0,0,0,70.8
84,Sam Koch ,BAL ,P,1,1,100.0,0.1,13,13.0,0.8,0,0,1,100.0,13,0,0,0,118.8
86,Billy Volek ,SD ,QB,1,1,100.0,0.3,8,8.0,2.7,0,0,1,100.0,8,0,0,0,100.0
87,Kellen Clemens ,NYJ ,QB,1,2,50.0,2.0,6,3.0,6.0,0,0,1,50.0,6,0,0,0,56.2
87,Brad Smith ,NYJ ,WR,2,3,66.7,0.2,6,2.0,0.4,1,0,1,33.3,3T ,0,0,0,109.7
89,Earnest Graham ,TB ,FB,1,1,100.0,0.1,2,2.0,0.2,1,0,1,100.0,2T ,0,0,0,118.8
90,Marion Barber ,DAL ,RB,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
90,Jahvid Best ,DET ,RB,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
90,Ronnie Brown ,MIA ,RB,0,2,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
90,Patrick Crayton ,SD ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
90,Armanti Edwards ,CAR ,WR,1,1,100.0,0.3,0,0.0,0.0,0,0,0,0.0,0,0,0,0,79.2
90,Johnnie Lee Higgins ,OAK ,WR,0,0,-- ,0.0,0,-- ,0.0,0,0,0,-- ,-- ,0,0,0,0.0
90,Chad Johnson ,CIN ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
90,Maurice Jones-Drew ,JAC ,RB,0,1,0.0,0.1,0,0.0,0.0,0,1,0,0.0,-- ,0,0,0,0.0
90,Brandon LaFell ,CAR ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
90,Stefan Logan ,DET ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
90,Brandon Marshall ,MIA ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
