Rk,Player,Team,Pos,Comp,Att,Pct,Att/G,Yds,Avg,Yds/G,TD,Int,1st,1st%,Lng,20+,40+,Sck,Rate
69,Kellen Clemens ,NYJ ,QB,3,5,60.0,2.5,26,5.2,13.0,0,1,2,40.0,11,0,0,0,34.2
69,Bruce Gradkowski ,CLE ,QB,7,21,33.3,10.5,26,1.2,13.0,0,3,1,4.8,12,0,0,4,2.8
71,Kevin O'Connell ,NE ,QB,4,6,66.7,3.0,23,3.8,11.5,0,0,1,16.7,12,0,0,1,73.6
72,Drew Henson ,DET ,QB,1,2,50.0,1.0,20,10.0,10.0,0,0,1,50.0,20,1,0,3,85.4
73,Brian Moorman ,BUF ,P,1,1,100.0,0.1,19,19.0,1.2,1,0,1,100.0,19T ,0,0,0,158.3
73,Patrick Ramsey ,DEN ,QB,2,3,66.7,3.0,19,6.3,19.0,0,0,1,33.3,10,0,0,1,84.0
75,Brad Smith ,NYJ ,WR,1,2,50.0,0.1,18,9.0,1.2,0,0,0,0.0,18,0,0,0,81.2
75,Jerheme Urban ,ARI ,WR,1,1,100.0,0.1,18,18.0,1.1,0,0,1,100.0,18,0,0,0,118.8
77,Dane Looker ,STL ,WR,2,3,66.7,0.2,17,5.7,1.3,0,0,0,0.0,11,0,0,1,81.2
78,Dirk Johnson ,ARI ,P,1,1,100.0,0.1,10,10.0,0.8,0,0,0,0.0,10,0,0,0,108.3
79,Michael Bush ,OAK ,RB,1,2,50.0,0.1,8,4.0,0.5,0,0,1,50.0,8,0,0,0,60.4
79,Josh Cribbs ,CLE ,WR,1,4,25.0,0.3,8,2.0,0.5,0,0,1,25.0,8,0,0,0,39.6
81,Chris Simms ,TEN ,QB,1,2,50.0,2.0,7,3.5,7.0,0,0,1,50.0,7,0,0,1,58.3
82,Brock Berlin ,STL ,QB,1,3,33.3,3.0,6,2.0,6.0,0,0,0,0.0,6,0,0,0,42.4
82,Matt Flynn ,GB ,QB,2,5,40.0,0.7,6,1.2,0.9,0,0,0,0.0,3,0,0,0,47.9
84,Larry Johnson ,KC ,RB,1,1,100.0,0.1,4,4.0,0.3,1,0,1,100.0,4T ,0,0,0,122.9
84,Chester Taylor ,MIN ,RB,1,1,100.0,0.1,4,4.0,0.2,1,0,1,100.0,4T ,0,0,0,122.9
84,Marques Tuiasosopo ,OAK ,QB,1,2,50.0,1.0,4,2.0,2.0,0,0,0,0.0,4,0,0,2,56.2
87,Dennis Dixon ,PIT ,QB,1,1,100.0,1.0,3,3.0,3.0,0,0,0,0.0,3,0,0,0,79.2
87,Earnest Graham ,TB ,RB,1,1,100.0,0.1,3,3.0,0.3,1,0,1,100.0,3T ,0,0,0,118.8
89,J.J. Arrington ,ARI ,RB,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
89,Isaac Bruce ,SF ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
89,Patrick Crayton ,DAL ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
89,Dante Hall ,STL ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
89,DeSean Jackson ,PHI ,WR,0,1,0.0,0.1,0,0.0,0.0,0,1,0,0.0,-- ,0,0,0,0.0
89,Donnie Jones ,STL ,P,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
89,Cleo Lemon ,JAC ,QB,0,2,0.0,1.0,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
89,Brad Maynard ,CHI ,P,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
89,Luke McCown ,TB ,QB,0,1,0.0,0.5,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
89,Darren McFadden ,OAK ,RB,0,0,-- ,0.0,0,-- ,0.0,0,0,0,-- ,-- ,0,0,1,0.0
89,Lance Moore ,NO ,WR,0,1,0.0,0.1,0,0.0,0.0,0,1,0,0.0,-- ,0,0,0,0.0
89,Sidney Rice ,MIN ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
