Antonio Brown,252,26,129,1698,13,110,1499,8
Jordy Nelson,230,29,98,1519,13,85,1314,8
Dez Bryant,228,26,88,1320,16,93,1233,13
Randall Cobb,202,24,91,1287,12,31,433,4
Emmanuel Sanders,201,27,101,1404,9,67,740,6
Julio Jones,193,25,104,1593,6,41,580,2
T.Y. Hilton,179,25,82,1345,7,82,1083,5
Alshon Jeffery,177,24,85,1133,10,89,1421,7
Golden Tate,162,26,99,1331,4,64,898,5
DeSean Jackson,154,28,56,1169,6,82,1332,9
Mike Wallace,146,28,67,862,10,73,930,5
Torrey Smith,143,25,49,767,11,65,1128,4
Steve Smith,141,35,79,1065,6,64,745,4
Anquan Boldin,137,34,83,1062,5,85,1179,7
Brandon LaFell,137,28,74,953,7,49,627,5
A.J. Green,136,26,69,1041,6,98,1426,11
Julian Edelman,133,28,92,972,4,105,1056,6
Roddy White,132,33,80,921,7,63,711,3
Eric Decker,126,27,74,962,5,87,1288,11
Malcom Floyd,122,33,52,856,6,6,149,0
Brandon Marshall,118,30,61,721,8,100,1295,12
Marques Colston,118,31,59,902,5,75,943,5
Michael Floyd,118,25,47,841,6,65,1041,5
Rueben Randle,112,23,71,938,3,41,611,6
Kendall Wright,111,25,57,715,6,94,1079,2
Vincent Jackson,110,31,70,1002,2,78,1224,7
Greg Jennings,110,31,59,742,6,68,804,4
Andre Johnson,106,33,85,936,3,109,1407,5
James Jones,101,30,73,666,6,59,817,3
Doug Baldwin,101,26,66,825,3,50,778,5
Andrew Hawkins,96,28,63,824,2,12,199,0
Kenny Britt,94,26,48,748,3,11,96,0
Michael Crabtree,94,27,68,698,4,19,284,1
Andre Holmes,93,26,47,693,4,25,431,1
Pierre Garcon,93,28,68,752,3,113,1346,5
Reggie Wayne,90,36,64,779,2,38,503,2
Larry Fitzgerald,90,31,63,784,2,82,954,10
Percy Harvin,79,26,51,483,1,1,17,0
Jarius Wright,78,25,42,588,2,26,434,3
Dwayne Bowe,77,30,60,754,0,57,673,5
Nate Washington,77,31,40,647,2,58,919,3
Riley Cooper,74,27,55,577,3,47,835,8
Harry Douglas,70,30,51,556,2,85,1067,2
Miles Austin,69,30,47,568,2,24,244,0
Cecil Shorts,67,27,53,557,1,66,777,3
Jerricho Cotchery,66,32,48,580,1,46,602,10
Hakeem Nicks,65,26,38,405,4,56,896,0
Jermaine Kearse,64,24,38,537,1,22,346,4
Cole Beasley,62,25,37,420,4,39,368,2
Steve Johnson,62,28,35,435,3,52,597,3
Jeremy Kerley,60,26,38,409,1,43,523,3
Brian Hartline,59,28,39,474,2,76,1016,4
Wes Welker,58,33,49,464,2,73,778,10
Brian Quick,56,25,25,375,3,18,302,2
Andre Roberts,55,26,36,453,2,43,471,2
Travis Benjamin,51,25,18,314,3,5,105,0
Louis Murphy,50,27,31,380,2,6,37,1
Jason Avant,41,31,34,353,1,38,447,2
Damaris Johnson,41,25,31,331,1,2,14,0
Brandon Gibson,36,27,29,295,1,30,326,3
Lance Moore,34,31,14,198,2,37,457,2
Josh Gordon,30,23,24,303,0,87,1646,9
Danny Amendola,26,29,27,200,1,54,633,2
Brandon Tate,25,27,17,193,1,1,6,0
Chris Givens,22,25,11,159,1,34,569,0
Eric Weems,22,29,10,102,2,1,8,0
Chris Owusu,22,24,6,78,1,13,114,0
Mike Williams,20,27,8,142,1,22,216,2
Ted Ginn,20,29,14,190,0,36,556,5
Austin Pettis,18,26,12,118,1,38,399,4
Josh Morgan,16,29,10,70,1,20,214,0
Donnie Avery,16,30,15,176,0,40,596,2
Rod Streater,14,26,9,84,1,60,888,4
Santana Moss,12,35,10,116,0,42,452,2
Robert Meachem,11,30,7,114,0,16,324,2
Jacoby Jones,11,30,9,131,0,37,455,2
Denarius Moore,10,26,12,115,0,46,695,5
Keshawn Martin,8,24,6,78,0,22,253,2
Dane Sanzenbacher,8,26,9,105,0,6,61,0
Dwayne Harris,8,27,7,116,0,9,80,2
Santonio Holmes,7,30,8,67,0,23,456,1
Greg Little,7,25,6,69,0,41,465,2
Andre Caldwell,5,29,5,47,0,16,200,3
Kris Durham,5,26,6,54,0,38,490,2
Kevin Ogletree,5,27,5,50,0,21,269,2
Seyi Ajirotutu,5,27,4,45,0,3,64,1
Jerrel Jernigan,4,25,6,40,0,29,329,2
DeVier Posey,3,25,1,30,0,15,155,0
Ryan Broyles,3,26,2,25,0,8,85,0
Jarrett Boykin,2,25,3,23,0,49,681,3
Aldrick Robinson,1,26,1,6,0,18,365,2
Josh Cribbs,1,31,1,8,0,2,6,0
Darrius Heyward-Bey,1,27,3,33,0,29,309,1
Damian Williams,1,26,1,14,0,15,178,0
