51,Josh Freeman ,MIN ,QB,20,53,37.7,53.0,190,3.6,190.0,0,1,10,18.9,22,2,0,1,40.6
52,Matt Simms ,NYJ ,QB,16,31,51.6,10.3,156,5.0,52.0,1,1,8,25.8,25,2,0,4,63.4
53,Tarvaris Jackson ,SEA ,QB,10,13,76.9,4.3,151,11.6,50.3,1,0,7,53.8,35T ,3,0,0,140.2
54,Seneca Wallace ,GB ,QB,16,24,66.7,12.0,139,5.8,69.5,0,1,7,29.2,17,0,0,4,64.4
55,Matt Hasselbeck ,IND ,QB,7,12,58.3,4.0,130,10.8,43.3,0,1,6,50.0,57,2,1,0,61.1
56,T.J. Yates ,HOU ,QB,15,22,68.2,7.3,113,5.1,37.7,0,2,7,31.8,20,1,0,2,42.4
57,Brock Osweiler ,DEN ,QB,11,16,68.8,4.0,95,5.9,23.8,0,0,4,25.0,19,0,0,2,84.1
58,Curtis Painter ,NYG ,QB,8,16,50.0,5.3,57,3.6,19.0,0,2,2,12.5,9,0,0,1,19.0
59,Matt Moore ,MIA ,QB,2,6,33.3,6.0,53,8.8,53.0,0,2,1,16.7,50,1,1,0,27.1
60,Josh Cribbs ,NYJ ,WR,2,3,66.7,0.5,38,12.7,6.3,0,0,2,66.7,25,1,0,0,109.7
61,Dominique Davis ,ATL ,QB,5,7,71.4,7.0,34,4.9,34.0,0,0,2,28.6,14,0,0,0,81.8
62,Mat McBriar ,PIT ,P,1,1,100.0,0.1,30,30.0,3.3,0,0,1,100.0,30,1,0,0,118.8
62,Bilal Powell ,NYJ ,RB,1,1,100.0,0.1,30,30.0,1.9,0,0,1,100.0,30,1,0,0,118.8
64,Mohamed Sanu ,CIN ,WR,1,1,100.0,0.1,25,25.0,1.6,0,0,1,100.0,25,1,0,0,118.8
65,Marcel Reece ,OAK ,FB,1,1,100.0,0.1,22,22.0,1.4,0,0,1,100.0,22,1,0,0,118.8
66,Ace Sanders ,JAC ,WR,1,1,100.0,0.1,21,21.0,1.4,1,0,1,100.0,21T ,1,0,0,158.3
67,Patrick Peterson ,ARI ,CB,1,1,100.0,0.1,17,17.0,1.1,0,0,1,100.0,17,0,0,0,118.8
68,Darren McFadden ,OAK ,RB,1,1,100.0,0.1,16,16.0,1.6,1,0,1,100.0,16T ,0,0,0,158.3
69,Antonio Brown ,PIT ,WR,1,1,100.0,0.1,15,15.0,0.9,0,0,1,100.0,15,0,0,1,118.8
70,Colt McCoy ,SF ,QB,1,1,100.0,0.2,13,13.0,3.2,0,0,1,100.0,13,0,0,0,118.8
71,Spencer Lanning ,CLE ,P,1,1,100.0,0.1,11,11.0,0.7,1,0,1,100.0,11T ,0,0,0,152.1
72,Maurice Jones-Drew ,JAC ,RB,1,1,100.0,0.1,8,8.0,0.5,1,0,1,100.0,8T ,0,0,0,139.6
73,Mike James ,TB ,RB,1,1,100.0,0.1,2,2.0,0.2,1,0,1,100.0,2T ,0,0,0,118.8
73,Tyrod Taylor ,BAL ,QB,1,5,20.0,1.7,2,0.4,0.7,0,1,0,0.0,2,0,0,0,0.0
75,Tavon Austin ,STL ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
75,Josh Bush ,NYJ ,DB,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
75,Larry Fitzgerald ,ARI ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
75,MarQueis Gray ,CLE ,TE,0,0,-- ,0.0,0,-- ,0.0,0,0,0,-- ,-- ,0,0,0,0.0
75,Johnny Hekker ,STL ,P,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
75,Jeremy Kerley ,NYJ ,WR,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
75,Michael Koenen ,TB ,P,0,2,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
75,Luke McCown ,NO ,QB,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
75,Bobby Rainey ,TB ,RB,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
75,Denard Robinson ,JAC ,RB,0,1,0.0,0.1,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
75,Brad Smith ,PHI ,WR,0,1,0.0,0.2,0,0.0,0.0,0,0,0,0.0,-- ,0,0,0,39.6
