Antonio Brown, 1.0, 0.23076923076923078, 1.0, 1.0, 0.8125, 0.9732142857142857, 0.9103658536585366, 0.5714285714285714
Jordy Nelson, 0.9123505976095617, 0.46153846153846156, 0.7578125, 0.8942080378250591, 0.8125, 0.75, 0.7975609756097561, 0.5714285714285714
Dez Bryant, 0.9043824701195219, 0.23076923076923078, 0.6796875, 0.776595744680851, 1.0, 0.8214285714285714, 0.7481707317073171, 0.9285714285714286
Randall Cobb, 0.8007968127490039, 0.07692307692307693, 0.703125, 0.7570921985815603, 0.75, 0.26785714285714285, 0.2603658536585366, 0.2857142857142857
Emmanuel Sanders, 0.796812749003984, 0.3076923076923077, 0.78125, 0.8262411347517731, 0.5625, 0.5892857142857143, 0.4475609756097561, 0.42857142857142855
Julio Jones, 0.7649402390438247, 0.15384615384615385, 0.8046875, 0.9379432624113475, 0.375, 0.35714285714285715, 0.35, 0.14285714285714285
T.Y. Hilton, 0.7091633466135459, 0.15384615384615385, 0.6328125, 0.791371158392435, 0.4375, 0.7232142857142857, 0.6567073170731708, 0.35714285714285715
Alshon Jeffery, 0.701195219123506, 0.07692307692307693, 0.65625, 0.6660756501182034, 0.625, 0.7857142857142857, 0.8628048780487805, 0.5
Golden Tate, 0.6414342629482072, 0.23076923076923078, 0.765625, 0.783096926713948, 0.25, 0.5625, 0.5439024390243903, 0.35714285714285715
DeSean Jackson, 0.6095617529880478, 0.38461538461538464, 0.4296875, 0.6873522458628841, 0.375, 0.7232142857142857, 0.8085365853658537, 0.6428571428571429
Mike Wallace, 0.5776892430278885, 0.38461538461538464, 0.515625, 0.5059101654846335, 0.625, 0.6428571428571429, 0.5634146341463414, 0.35714285714285715
Torrey Smith, 0.5657370517928287, 0.15384615384615385, 0.375, 0.44976359338061467, 0.6875, 0.5714285714285714, 0.6841463414634147, 0.2857142857142857
Steve Smith, 0.5577689243027888, 0.9230769230769231, 0.609375, 0.625886524822695, 0.375, 0.5625, 0.450609756097561, 0.2857142857142857
Anquan Boldin, 0.5418326693227091, 0.8461538461538461, 0.640625, 0.624113475177305, 0.3125, 0.75, 0.7152439024390244, 0.5
Brandon LaFell, 0.5418326693227091, 0.38461538461538464, 0.5703125, 0.5596926713947991, 0.4375, 0.42857142857142855, 0.37865853658536586, 0.35714285714285715
A.J. Green, 0.5378486055776892, 0.23076923076923078, 0.53125, 0.6117021276595744, 0.375, 0.8660714285714286, 0.8658536585365854, 0.7857142857142857
Julian Edelman, 0.5258964143426295, 0.38461538461538464, 0.7109375, 0.5709219858156028, 0.25, 0.9285714285714286, 0.6402439024390244, 0.42857142857142855
Roddy White, 0.5219123505976095, 0.7692307692307693, 0.6171875, 0.5407801418439716, 0.4375, 0.5535714285714286, 0.4298780487804878, 0.21428571428571427
Eric Decker, 0.49800796812749004, 0.3076923076923077, 0.5703125, 0.5650118203309693, 0.3125, 0.7678571428571429, 0.7817073170731708, 0.7857142857142857
Malcom Floyd, 0.4820717131474104, 0.7692307692307693, 0.3984375, 0.5023640661938534, 0.375, 0.044642857142857144, 0.0871951219512195, 0.0
Brandon Marshall, 0.46613545816733065, 0.5384615384615384, 0.46875, 0.42257683215130026, 0.5, 0.8839285714285714, 0.7859756097560976, 0.8571428571428571
Marques Colston, 0.46613545816733065, 0.6153846153846154, 0.453125, 0.5295508274231678, 0.3125, 0.6607142857142857, 0.5713414634146341, 0.35714285714285715
Michael Floyd, 0.46613545816733065, 0.15384615384615385, 0.359375, 0.4934988179669031, 0.375, 0.5714285714285714, 0.6310975609756098, 0.35714285714285715
Rueben Randle, 0.44223107569721115, 0.0, 0.546875, 0.5508274231678487, 0.1875, 0.35714285714285715, 0.36890243902439024, 0.42857142857142855
Kendall Wright, 0.43824701195219123, 0.15384615384615385, 0.4375, 0.4190307328605201, 0.375, 0.8303571428571429, 0.6542682926829269, 0.14285714285714285
Vincent Jackson, 0.4342629482071713, 0.6153846153846154, 0.5390625, 0.5886524822695035, 0.125, 0.6875, 0.7426829268292683, 0.5
Greg Jennings, 0.4342629482071713, 0.6153846153846154, 0.453125, 0.43498817966903075, 0.375, 0.5982142857142857, 0.4865853658536585, 0.2857142857142857
Andre Johnson, 0.41832669322709165, 0.7692307692307693, 0.65625, 0.549645390070922, 0.1875, 0.9642857142857143, 0.8542682926829268, 0.35714285714285715
James Jones, 0.398406374501992, 0.5384615384615384, 0.5625, 0.3900709219858156, 0.375, 0.5178571428571429, 0.4945121951219512, 0.21428571428571427
Doug Baldwin, 0.398406374501992, 0.23076923076923078, 0.5078125, 0.48404255319148937, 0.1875, 0.4375, 0.47073170731707314, 0.35714285714285715
Andrew Hawkins, 0.3784860557768924, 0.38461538461538464, 0.484375, 0.483451536643026, 0.125, 0.09821428571428571, 0.11768292682926829, 0.0
Kenny Britt, 0.3705179282868526, 0.23076923076923078, 0.3671875, 0.4385342789598109, 0.1875, 0.08928571428571429, 0.054878048780487805, 0.0
Michael Crabtree, 0.3705179282868526, 0.3076923076923077, 0.5234375, 0.408983451536643, 0.25, 0.16071428571428573, 0.16951219512195123, 0.07142857142857142
Andre Holmes, 0.3665338645418327, 0.23076923076923078, 0.359375, 0.40602836879432624, 0.25, 0.21428571428571427, 0.25914634146341464, 0.07142857142857142
Pierre Garcon, 0.3665338645418327, 0.38461538461538464, 0.5234375, 0.44089834515366433, 0.1875, 1.0, 0.8170731707317073, 0.35714285714285715
Reggie Wayne, 0.3545816733067729, 1.0, 0.4921875, 0.45685579196217496, 0.125, 0.33035714285714285, 0.30304878048780487, 0.14285714285714285
