,Terrance Williams ,DAL ,65,110,16,6.88,0,0,0,65,37,621,8,0,0
,Jarvis Landry ,MIA ,114,105,16,6.59,2,-4,0,112,84,758,5,4,0
,Martavis Bryant ,PIT ,51,104,10,10.41,3,12,0,48,26,549,8,0,0
,Allen Hurns ,JAC ,97,104,16,6.48,0,0,0,97,51,677,6,0,0
,James Jones ,OAK ,111,103,16,6.41,0,0,0,111,73,666,6,1,0
,Keenan Allen ,SD ,121,102,14,7.31,0,0,0,121,77,783,4,2,0
,Doug Baldwin ,SEA ,99,101,16,6.33,1,8,0,98,66,825,3,0,0
,Robert Woods ,BUF ,104,100,16,6.24,0,0,0,104,65,699,5,1,0
,John Brown ,ARI ,105,99,16,6.19,3,-6,0,102,48,696,5,0,0
,Andrew Hawkins ,CLE ,115,96,15,6.39,3,15,0,112,63,824,2,0,0
,Kenny Britt ,STL ,86,94,16,5.89,2,14,0,84,48,748,3,0,0
,Michael Crabtree ,SF ,109,94,16,5.89,1,4,0,108,68,698,4,0,0
,Andre Holmes ,OAK ,99,93,16,5.83,0,0,0,99,47,693,4,0,0
,Pierre Garcon ,WAS ,106,93,16,5.83,0,0,0,105,68,752,3,0,0
,Larry Fitzgerald ,ARI ,103,90,14,6.46,0,0,0,103,63,784,2,1,0
,Reggie Wayne ,IND ,116,90,15,5.99,0,0,0,116,64,779,2,1,0
,Brandin Cooks ,NO ,76,86,10,8.63,7,73,1,69,53,550,3,0,0
,Percy Harvin ,SEA ,111,80,13,6.19,33,202,1,78,51,483,1,1,0
,Markus Wheaton ,PIT ,93,78,16,4.89,4,19,0,89,53,644,2,0,0
,Jarius Wright ,MIN ,67,78,16,4.87,5,71,0,62,42,588,2,0,0
,Nate Washington ,TEN ,72,77,16,4.79,0,0,0,72,40,647,2,0,0
,Riley Cooper ,PHI ,94,76,16,4.73,0,0,0,94,55,577,3,1,0
,Dwayne Bowe ,KC ,95,75,15,5.03,0,0,0,95,60,754,0,0,0
,Devin Hester ,ATL ,65,72,16,4.50,6,36,1,59,38,504,2,1,0
,Taylor Gabriel ,CLE ,76,69,16,4.32,3,2,0,73,37,629,1,0,0
,Miles Austin ,CLE ,72,69,12,5.73,0,0,0,72,47,568,2,0,0
,Justin Hunter ,TEN ,67,68,12,5.65,0,0,0,67,28,498,3,0,0
,Harry Douglas ,ATL ,74,68,12,5.63,0,0,0,74,51,556,2,0,0
,Allen Robinson ,JAC ,81,67,10,6.68,0,0,0,81,48,548,2,0,0
,Chris Hogan ,BUF ,61,67,16,4.16,0,0,0,61,41,426,4,2,0
,Cole Beasley ,DAL ,49,66,16,4.12,0,0,0,49,37,420,4,2,0
,Hakeem Nicks ,IND ,68,64,16,4.03,0,0,0,68,38,405,4,0,0
,Donte Moncrief ,IND ,53,64,16,4.01,4,17,0,49,32,444,3,0,0
,Jerricho Cotchery ,CAR ,78,64,15,4.27,0,0,0,78,48,580,1,0,0
,Davante Adams ,GB ,66,63,16,3.91,0,0,0,66,38,446,3,0,0
,Cordarrelle Patterson ,MIN ,77,62,16,3.88,10,117,1,67,33,384,1,1,0
,Cecil Shorts ,JAC ,112,62,13,4.75,0,0,0,110,53,557,1,1,0
,Stevie Johnson ,SF ,48,62,13,4.73,0,0,0,48,35,435,3,0,0
,Jermaine Kearse ,SEA ,72,61,15,4.08,2,15,0,69,38,537,1,0,0
,Andre Roberts ,WAS ,75,59,16,3.71,2,21,0,73,36,453,2,2,0
,Brian Hartline ,MIA ,63,59,16,3.71,0,0,0,63,39,474,2,0,0
,Tavon Austin ,STL ,80,59,15,3.91,36,224,2,44,31,242,0,0,0
,Wes Welker ,DEN ,64,58,14,4.17,0,0,0,64,49,464,2,0,0
,Charles Johnson ,MIN ,60,58,11,5.31,1,-11,0,59,31,475,2,0,0
,Jeremy Kerley ,NYJ ,80,56,16,3.47,4,86,0,75,38,409,1,0,0
,Brian Quick ,STL ,39,56,7,7.93,0,0,0,39,25,375,3,0,0
,Preston Parker ,NYG ,56,54,16,3.36,0,0,0,56,36,418,2,1,0
,Philly Brown ,CAR ,44,51,13,3.93,8,95,0,36,21,296,2,1,0
,Stedman Bailey ,STL ,47,51,14,3.63,1,13,0,46,30,435,1,0,0
,Louis Murphy ,TB ,56,50,11,4.55,0,0,0,56,31,380,2,0,0
,Marqise Lee ,JAC ,71,49,13,3.78,3,9,0,68,37,422,1,0,0
,Travis Benjamin ,CLE ,43,49,13,3.75,3,11,0,40,16,296,3,0,0
,Kamar Aiken ,BAL ,33,45,16,2.79,0,0,0,33,24,267,3,0,0
,Jason Avant ,CAR ,62,41,16,2.59,1,1,0,61,34,353,1,0,0
,Damaris Johnson ,HOU ,54,41,16,2.56,5,19,0,49,31,331,1,0,0
,Brice Butler ,OAK ,35,40,15,2.67,0,0,0,35,21,280,2,0,0
,Victor Cruz ,NYG ,41,40,6,6.62,0,0,0,41,23,337,1,0,0
,Jeremy Ross ,DET ,37,37,16,2.33,2,-1,0,35,24,314,1,2,0
,Brandon Gibson ,MIA ,51,36,14,2.54,0,0,0,51,29,295,1,0,0
,Brandon Lloyd ,SF ,35,35,14,2.53,0,0,0,35,14,294,1,0,0
,Jaron Brown ,ARI ,32,35,16,2.18,0,0,0,32,22,229,2,0,0
,Paul Richardson ,SEA ,44,33,15,2.21,0,0,0,44,29,271,1,0,0
,De'Anthony Thomas ,KC ,45,33,12,2.74,14,113,1,31,23,156,0,0,0
,Lance Moore ,PIT ,26,32,14,2.27,0,0,0,26,14,198,2,0,0
,Ricardo Lockette ,SEA ,16,32,16,1.98,1,2,0,15,11,195,2,0,0
,Derek Hagan ,TEN ,34,31,16,1.96,0,0,0,34,19,254,1,0,0
,Josh Gordon ,CLE ,48,30,5,6.06,0,0,0,47,24,303,0,0,0
,Brandon Tate ,CIN ,28,27,16,1.71,3,21,0,25,17,193,1,1,0
,Corey Fuller ,DET ,31,27,16,1.70,0,0,0,31,14,212,1,1,0
,Bruce Ellington ,SF ,18,27,13,2.08,6,28,1,12,6,62,2,0,0
,Kenbrell Thompkins ,NE ,50,27,14,1.91,2,5,0,48,21,262,0,0,0
,Albert Wilson ,KC ,28,26,12,2.17,0,0,0,28,16,260,0,0,0
,Danny Amendola ,NE ,41,26,16,1.62,0,0,0,41,27,200,1,0,0
,Rishard Matthews ,MIA ,23,26,14,1.84,1,3,0,22,12,135,2,0,0
,Marlon Brown ,BAL ,31,26,14,1.82,0,0,0,31,24,255,0,0,0
,Greg Salas ,NYJ ,24,25,10,2.47,1,20,1,23,8,167,0,0,0
,Chris Givens ,STL ,22,22,14,1.59,1,4,0,21,11,159,1,0,0
,Eric Weems ,ATL ,11,22,15,1.48,0,0,0,11,10,102,2,0,0
,Chris Owusu ,TB ,7,22,8,2.76,1,23,1,6,6,78,1,0,0
,Brenton Bersin ,CAR ,20,21,15,1.41,0,0,0,20,13,151,1,0,0
,Mike Williams ,BUF ,19,20,9,2.24,0,0,0,19,8,142,1,0,0
,Marquess Wilson ,CHI ,32,20,7,2.86,0,0,0,32,17,140,1,0,0
,Adam Thielen ,MIN ,14,20,16,1.23,0,0,0,14,8,137,1,0,0
,Ted Ginn ,ARI ,30,20,16,1.23,3,6,0,26,14,190,0,0,0
,Austin Pettis ,STL ,18,18,5,3.56,0,0,0,18,12,118,1,0,0
,Donnie Avery ,KC ,26,18,6,2.93,0,0,0,26,15,176,0,1,0
,Nick Toon ,NO ,11,16,4,4.10,0,0,0,11,9,104,1,0,0
,Michael Campanaro ,BAL ,9,16,4,4.05,0,0,0,9,7,102,1,0,0
,Josh Morgan ,CHI ,21,16,14,1.14,2,30,0,19,10,70,1,0,0
,Joseph Morgan ,NO ,11,16,5,3.18,1,67,0,10,4,92,0,0,0
,Dontrelle Inman ,SD ,17,16,6,2.63,0,0,0,17,12,158,0,0,0
,T.J. Graham ,NYJ ,8,15,12,1.23,0,0,0,8,3,87,1,0,0
,Jacoby Jones ,BAL ,21,15,16,0.92,3,16,0,18,9,131,0,2,0
,Rod Streater ,OAK ,13,14,3,4.80,0,0,0,13,9,84,1,0,0
,Brian Tyms ,NE ,11,14,11,1.29,0,0,0,11,5,82,1,0,0
,Dwayne Harris ,DAL ,16,12,16,0.77,4,7,0,12,7,116,0,2,0
,James Wright ,CIN ,19,12,11,1.10,3,30,0,16,5,91,0,0,0
,Robert Herron ,TB ,13,12,8,1.48,1,0,0,12,6,58,1,0,0
,Vincent Brown ,OAK ,21,12,7,1.69,0,0,0,21,12,118,0,0,0
,Denarius Moore ,OAK ,28,12,10,1.16,1,1,0,27,12,115,0,1,0
,Santana Moss ,WAS ,15,12,9,1.29,0,0,0,15,10,116,0,0,0
,Robert Meachem ,NO ,21,11,11,1.04,0,0,0,21,7,114,0,0,0
,Corey Washington ,NYG ,8,11,14,0.80,0,0,0,8,5,52,1,0,0
,Junior Hemingway ,KC ,21,11,14,0.77,0,0,0,21,12,108,0,0,0
,Josh Huff ,PHI ,19,10,12,0.88,1,7,0,18,8,98,0,1,0
,Dane Sanzenbacher ,CIN ,16,10,10,1.04,1,-1,0,15,9,105,0,1,0
,Kevin Norwood ,SEA ,10,10,9,1.13,0,0,0,10,9,102,0,0,0
,Justin Brown ,PIT ,21,9,8,1.18,0,0,0,21,12,94,0,1,0
,A.J. Jenkins ,KC ,17,9,9,1.01,2,-2,0,15,9,93,0,0,0
,Mike Brown ,JAC ,15,9,5,1.76,0,0,0,15,7,88,0,1,0
,Keshawn Martin ,HOU ,12,8,16,0.49,0,0,0,12,6,78,0,0,0
,Greg Little ,CIN ,12,7,6,1.15,0,0,0,12,6,69,0,0,0
,Ryan Grant ,WAS ,15,7,16,0.42,0,0,0,15,7,68,0,0,0
,Santonio Holmes ,CHI ,14,7,9,0.74,0,0,0,14,8,67,0,0,0
,David Nelson ,NYJ ,16,6,6,1.08,0,0,0,16,8,65,0,0,0
,Quinton Patton ,SF ,9,6,4,1.60,1,20,0,8,3,44,0,1,0
,Russell Shepard ,TB ,8,6,16,0.39,0,0,0,8,4,63,0,0,0
,Dri Archer ,PIT ,20,6,12,0.53,10,40,0,10,7,23,0,0,0
,Ace Sanders ,JAC ,8,6,12,0.46,0,0,0,8,6,55,0,1,0
,Bryan Walters ,SEA ,12,6,13,0.42,1,-2,0,11,6,57,0,0,0
,Kris Durham ,TEN ,11,5,4,1.35,0,0,0,11,6,54,0,0,0
,Marquise Goodwin ,BUF ,12,5,10,0.50,3,8,0,9,1,42,0,0,0
,Kevin Ogletree ,NYG ,9,5,7,0.71,0,0,0,9,5,50,0,0,0
,Andre Caldwell ,DEN ,15,5,16,0.29,0,0,0,15,5,47,0,0,0
,Jeff Maehl ,PHI ,5,5,8,0.57,0,0,0,5,5,46,0,0,0
,Frankie Hammond Jr. ,KC ,11,4,16,0.28,0,0,0,11,4,45,0,0,0
,Seyi Ajirotutu ,SD ,12,4,16,0.28,0,0,0,12,4,45,0,0,0
,Jerrel Jernigan ,NYG ,12,4,2,1.90,1,-2,0,11,6,40,0,0,0
,Aaron Dobson ,NE ,4,4,4,0.95,0,0,0,4,3,38,0,0,0
,Darrius Heyward-Bey ,PIT ,5,3,16,0.21,0,0,0,5,3,33,0,1,0
,DeVier Posey ,HOU ,1,3,1,3.00,0,0,0,1,1,30,0,0,0
,Ryan Broyles ,DET ,5,2,5,0.50,0,0,0,5,2,25,0,0,0
,Damian Williams ,MIA ,4,2,4,0.62,1,-1,0,3,3,26,0,0,0
,Jarrett Boykin ,GB ,12,2,13,0.18,0,0,0,12,3,23,0,0,0
,Griff Whalen ,IND ,3,2,10,0.23,0,0,0,3,2,23,0,1,0
,Cody Latimer ,DEN ,4,2,8,0.29,0,0,0,4,2,23,0,0,0
,Solomon Patton ,TB ,1,2,7,0.27,1,19,0,0,0,0,0,0,0
,Devin Street ,DAL ,7,2,16,0.11,0,0,0,7,2,18,0,0,0
,Jeff Janis ,GB ,2,2,3,0.53,0,0,0,2,2,16,0,0,0
,Tavarres King ,TB ,3,1,2,0.65,0,0,0,3,2,13,0,0,0
,Brad Smith ,PHI ,3,1,13,0.08,0,0,0,3,1,11,0,0,0
,Courtney Roby ,ATL ,2,1,4,0.28,0,0,0,2,1,11,0,0,0
,Josh Cribbs ,IND ,1,1,6,0.13,0,0,0,1,1,8,0,0,0
,Evan Spencer ,MIN ,5,1,1,0.80,5,8,0,0,0,0,0,0,0
,Micheal Spurlock ,CHI ,3,1,1,0.80,0,0,0,3,1,8,0,0,0
,Jalen Saunders ,NYJ ,1,1,8,0.09,0,0,0,1,1,7,0,1,0
,Aldrick Robinson ,WAS ,3,1,5,0.12,0,0,0,3,1,6,0,0,0
,Kevin Dorsey ,GB ,2,0,3,0.13,0,0,0,2,1,4,0,0,0
,Kassim Osgood ,SF ,1,0,13,0.00,0,0,0,1,0,0,0,0,0
,Leonard Hankerson ,WAS ,1,0,1,0.00,0,0,0,1,0,0,0,0,0
,Julian Talley ,NYG ,0,0,2,0.00,0,0,0,0,0,0,0,0,0
,Drew Davis ,ATL ,0,0,6,0.00,0,0,0,0,0,0,0,0,0
,Rodney Smith ,MIN ,1,0,4,0.00,0,0,0,1,0,0,0,0,0
,Marc Mariani ,CHI ,0,0,6,0.00,0,0,0,0,0,0,0,0,0
,Tommy Streeter ,JAC ,0,0,1,0.00,0,0,0,0,0,0,0,0,0
,Rashad Ross ,CHI ,0,0,2,0.00,0,0,0,0,0,0,0,0,0
,Marcus Harris ,NYG ,0,0,4,0.00,0,0,0,0,0,0,0,0,0
,Walter Powell ,NYJ ,0,0,4,0.00,0,0,0,0,0,0,0,1,0
,Saalim Hakim ,NYJ ,0,0,16,0.00,0,0,0,0,0,0,0,0,0
,Onterio McCalebb ,CIN ,0,0,1,0.00,0,0,0,0,0,0,0,0,0
,Chris Matthews ,SEA ,0,0,3,0.00,0,0,0,0,0,0,0,0,0
,LaRon Byrd ,CLE ,0,0,1,0.00,0,0,0,0,0,0,0,0,0
,Shane Wynn ,MIA ,0,0,3,0.00,0,0,0,0,0,0,0,0,0
,Jaelen Strong ,TB ,0,0,1,0.00,0,0,0,0,0,0,0,0,0
,Rico Richardson ,TEN ,0,0,1,0.00,0,0,0,0,0,0,0,0,0
,Matt Slater ,NE ,0,0,16,0.00,0,0,0,0,0,0,0,0,0
,Quincy Enunwa ,NYJ ,0,0,1,0.00,0,0,0,0,0,0,0,0,0
,Isaiah Burse ,DEN ,1,0,12,0.00,0,0,0,1,0,0,0,1,0
,Josh Boyce ,NE ,0,0,1,0.00,0,0,0,0,0,0,0,0,0
,Deonte Thompson ,BUF ,0,0,1,0.00,0,0,0,0,0,0,0,0,0
,Freddie Martino ,ATL ,1,0,1,0.00,0,0,0,1,0,0,0,0,0
,Marlon Moore ,CLE ,0,0,13,0.00,0,0,0,0,0,0,0,0,0
,Marcus Easley ,BUF ,0,0,10,0.00,0,0,0,0,0,0,0,0,0
,Trindon Holliday ,TB ,0,0,2,0.00,0,0,0,0,0,0,0,0,0
,Philip Bates ,SEA ,0,0,1,0.00,0,0,0,0,0,0,0,0,0
,Justin Blackmon ,JAC ,0,0,1,0.00,0,0,0,0,0,0,0,0,0
,Josh Bellamy ,CHI ,1,0,4,0.00,0,0,0,1,0,0,0,0,0
,Marcus Thigpen ,TB ,1,0,9,0.00,0,0,0,1,0,0,0,1,0
,De'Andre Presley ,CAR ,2,0,4,-0.05,1,-2,0,1,0,0,0,0,0
,Chris Williams ,CHI ,1,-1,7,-0.11,1,-8,0,0,0,0,0,0,0
