4,Antonio Brown*+,PIT,26,16,16,2,2,20,1,0,4,13,3.25,0,181,129,1698,13.16,13,WR,252,15.75,129,1,4
8,Jordy Nelson*,GNB,29,16,16,0,0,0,0,0,0,0,,0,151,98,1519,15.5,13,WR,230,14.38,107,2,8
9,Demaryius Thomas*,DEN,27,16,16,0,0,0,0,0,0,0,,0,184,111,1619,14.59,11,WR,230,14.38,107,3,9
10,Dez Bryant*+,DAL,26,16,16,0,0,0,0,0,0,0,,0,136,88,1320,15,16,WR,228,14.25,105,4,10
16,Odell Beckham*,NYG,22,12,11,0,1,0,0,0,7,35,5,0,130,91,1305,14.34,12,WR,204,17.00,81,5,16
17,Randall Cobb*,GNB,24,16,16,0,0,0,0,0,11,37,3.36,0,127,91,1287,14.14,12,WR,202,12.63,79,6,17
18,Emmanuel Sanders*,DEN,27,16,16,0,0,0,0,0,8,44,5.5,0,141,101,1404,13.9,9,WR,201,12.56,78,7,18
19,Julio Jones*,ATL,25,15,15,0,0,0,0,0,1,1,1,0,163,104,1593,15.32,6,WR,193,12.87,70,8,19
20,Jeremy Maclin,PHI,26,16,16,0,0,0,0,0,0,0,,0,143,85,1318,15.51,10,WR,192,12.00,69,9,20
26,T.Y. Hilton*,IND,25,15,15,0,0,0,0,0,2,20,10,0,131,82,1345,16.4,7,WR,179,11.93,55,10,26
28,Mike Evans,TAM,21,15,15,0,0,0,0,0,0,0,,0,122,68,1051,15.46,12,WR,177,11.80,54,11,28
29,Alshon Jeffery,CHI,24,16,16,0,0,0,0,0,6,33,5.5,0,145,85,1133,13.33,10,WR,177,11.06,53,12,29
39,Golden Tate*,DET,26,16,16,0,0,0,0,0,5,30,6,0,144,99,1331,13.44,4,WR,162,10.13,39,13,39
41,Calvin Johnson*,DET,29,13,13,0,0,0,0,0,0,0,,0,128,71,1077,15.17,8,WR,156,12.00,32,14,41
42,DeAndre Hopkins,HOU,22,16,16,0,0,0,0,0,0,0,,0,127,76,1210,15.92,6,WR,155,9.69,32,15,42
43,Kelvin Benjamin,CAR,23,16,15,0,0,0,0,0,0,0,,0,145,73,1008,13.81,9,WR,155,9.69,32,16,43
46,DeSean Jackson,WAS,28,15,13,0,0,0,0,0,4,7,1.75,0,95,56,1169,20.88,6,WR,154,10.27,30,17,46
50,Mike Wallace,MIA,28,16,16,0,1,0,0,0,4,16,4,0,115,67,862,12.87,10,WR,146,9.13,23,18,50
52,Torrey Smith,BAL,25,16,16,0,0,0,0,0,0,0,,0,92,49,767,15.65,11,WR,143,8.94,19,19,52
54,Steve Smith,BAL,35,16,16,0,0,0,0,0,0,0,,0,134,79,1065,13.48,6,WR,141,8.81,17,20,54
57,Anquan Boldin,SFO,34,16,16,0,1,0,0,0,1,4,4,0,130,83,1062,12.8,5,WR,137,8.56,13,21,57
58,Brandon LaFell,NWE,28,16,13,0,0,0,0,0,2,13,6.5,0,119,74,953,12.88,7,WR,137,8.56,13,22,58
59,A.J. Green*,CIN,26,13,13,0,0,0,0,0,2,2,1,0,117,69,1041,15.09,6,WR,136,10.46,13,23,59
62,Jordan Matthews,PHI,22,16,10,0,0,0,0,0,0,0,,0,103,67,872,13.01,8,WR,135,8.44,12,24,62
64,Sammy Watkins,BUF,21,16,16,0,0,0,0,0,2,8,4,0,128,65,982,15.11,6,WR,133,8.31,10,25,64
65,Julian Edelman,NWE,28,14,13,0,0,0,0,0,10,94,9.4,0,134,92,972,10.57,4,WR,133,9.50,9,26,65
66,Roddy White,ATL,33,14,14,0,0,0,0,0,0,0,,0,125,80,921,11.51,7,WR,132,9.43,9,27,66
68,Andre Williams,NYG,22,16,7,0,0,0,0,0,217,721,3.32,7,37,18,130,7.22,0,WR,127,7.94,4,28,68
71,Eric Decker,NYJ,27,15,15,0,0,0,0,0,0,0,,0,115,74,962,13,5,WR,126,8.40,3,29,71
77,Mohamed Sanu,CIN,25,16,13,3,3,79,1,0,7,51,7.29,0,98,56,790,14.11,5,WR,123,7.69,,30,77
95,Malcom Floyd,SDG,33,16,16,0,0,0,0,0,0,0,,0,92,52,856,16.46,6,WR,122,7.63,,31,
96,Eddie Royal,SDG,28,16,11,0,0,0,0,0,3,14,4.67,0,91,62,778,12.55,7,WR,119,7.44,,32,
99,Brandon Marshall,CHI,30,13,13,0,0,0,0,0,0,0,,0,106,61,721,11.82,8,WR,118,9.08,,35,
100,Marques Colston,NOR,31,16,13,0,0,0,0,0,0,0,,0,100,59,902,15.29,5,WR,118,7.38,,34,
101,Michael Floyd,ARI,25,16,14,0,0,0,0,0,1,2,2,0,99,47,841,17.89,6,WR,118,7.38,,33,
105,Rueben Randle,NYG,23,16,13,0,0,0,0,0,0,0,,0,127,71,938,13.21,3,WR,112,7.00,,36,
106,Kenny Stills,NOR,22,15,7,0,0,0,0,0,1,-2,-2,0,83,63,931,14.78,3,WR,111,7.40,,38,
107,Kendall Wright,TEN,25,14,11,0,0,0,0,0,4,54,13.5,0,93,57,715,12.54,6,WR,111,7.93,,37,
108,Terrance Williams,DAL,25,16,16,0,0,0,0,0,0,0,,0,66,37,621,16.78,8,WR,110,6.88,,41,
109,Vincent Jackson,TAM,31,16,16,0,0,0,0,0,0,0,,0,142,70,1002,14.31,2,WR,110,6.88,,40,
110,Greg Jennings,MIN,31,16,13,0,0,0,0,0,0,0,,0,92,59,742,12.58,6,WR,110,6.88,,39,
116,Andre Johnson,HOU,33,15,15,0,0,0,0,0,0,0,,0,146,85,936,11.01,3,WR,106,7.07,,42,
117,Allen Hurns,JAX,23,16,8,0,0,0,0,0,0,0,,0,97,51,677,13.27,6,WR,104,6.50,,44,
118,Martavis Bryant,PIT,23,10,3,0,0,0,0,0,3,12,4,0,48,26,549,21.12,8,WR,104,10.40,,43,
120,James Jones,OAK,30,16,10,0,0,0,0,0,0,0,,0,112,73,666,9.12,6,WR,101,6.31,,46,
121,Doug Baldwin,SEA,26,16,16,0,0,0,0,0,1,8,8,0,98,66,825,12.5,3,WR,101,6.31,,45,
122,Robert Woods,BUF,22,16,15,0,0,0,0,0,0,0,,0,104,65,699,10.75,5,WR,100,6.25,,47,
124,John Brown,ARI,24,16,5,0,0,0,0,0,3,-6,-2,0,102,48,696,14.5,5,WR,99,6.19,,48,
125,Keenan Allen,SDG,22,14,14,0,0,0,0,0,0,0,,0,121,77,783,10.17,4,WR,98,7.00,,49,
126,Jarvis Landry,MIA,22,16,11,0,0,0,0,0,2,-4,-2,0,112,84,758,9.02,5,WR,97,6.06,,50,
127,Andrew Hawkins,CLE,28,15,15,0,0,0,0,0,3,15,5,0,112,63,824,13.08,2,WR,96,6.40,,51,
129,Kenny Britt,STL,26,16,13,0,0,0,0,0,2,14,7,0,84,48,748,15.58,3,WR,94,5.88,,52,
130,Michael Crabtree,SFO,27,16,16,0,0,0,0,0,1,4,4,0,108,68,698,10.26,4,WR,94,5.88,,53,
131,Andre Holmes,OAK,26,16,13,0,0,0,0,0,0,0,,0,99,47,693,14.74,4,WR,93,5.81,,54,
132,Pierre Garcon,WAS,28,16,14,0,1,0,0,0,0,0,,0,105,68,752,11.06,3,WR,93,5.81,,55,
137,Reggie Wayne,IND,36,15,15,0,0,0,0,0,0,0,,0,116,64,779,12.17,2,WR,90,6.00,,57,
138,Larry Fitzgerald,ARI,31,14,13,0,0,0,0,0,0,0,,0,103,63,784,12.44,2,WR,90,6.43,,56,
146,Brandin Cooks,NOR,21,10,7,0,0,0,0,0,7,73,10.43,1,69,53,550,10.38,3,WR,86,8.60,,58,
